B|0|17197|20150302|30330|2015-02-23 06:00:01|2015-03-02 06:00:01.000|20150202
H|317601|P||19960118|19960215|13709||||AGR|ANX||0.00|0.00|0.00|0.00|0.00|N|||N|||||||N|||0|0.00|0.00|0.00||0.000000|0|0|0|||0.000000||||||||||||||||0|0|0.00|0.00|0.00||
I|317601|1|I|||CITY OF AURORA||||||||||LGCYNSRCH1
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||100||||||||15||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||1||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||10||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||11||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||12||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||13||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||14||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||15||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||16||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||17||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||18||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||19||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||2||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||20||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||21||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||22||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||23||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||24||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||25||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||26||||||||
L|317601|PIN||1|||||0||||||||||1||||||0||||||5||101||||||||27||||||||
